address,cover_alt,cover_src,description,latitude,link,longitude,price,price_currency,price_for,price_specification,recommended_unit,recommended_bed,score,score_aggregate,score_reviews,suburb,title
"99 City Road, Southbank, Southbank, 3006 Melbourne, Australia",Adina Apartment Hotel Melbourne Southbank,https://cf.bstatic.com/xdata/images/hotel/square600/420260450.webp?k=1109f597254b188fd519b58f3d8f41bec27eaf2fc0597edbbc0075de08484e37&o=,"Ideally set in Melbourne, Adina Apartment Hotel Melbourne Southbank provides 4-star accommodation close to Eureka Tower and Southbank Promenade. Among the facilities at this property are a concierge service and luggage storage space, along with free WiFi throughout the property. The hotel offers an indoor pool, fitness centre and a 24-hour front desk.

The hotel will provide guests with air-conditioned rooms with a desk, a kettle, a fridge, a microwave, a safety deposit box, a flat-screen TV and a private bathroom with a shower. Selected rooms also feature a kitchen with a dishwasher, an oven and a stovetop. At Adina Apartment Hotel Melbourne Southbank the rooms come with bed linen and towels.

Popular points of interest near the accommodation include National Gallery of Victoria, Arts Centre Melbourne and St Paul's Cathedral. Essendon Fields Airport is 13 km from the property.",-37.82265900,https://www.booking.com/hotel/au/adina-apartment-melbourne-southbank.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=61&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780331&all_sr_blocks=581071901_226424581_0_0_0&highlighted_blocks=581071901_226424581_0_0_0&matching_block_id=581071901_226424581_0_0_0&sr_pri_blocks=581071901_226424581_0_0_0__39900&from_sustainable_property_sr=1&from=searchresults,144.96492700,399,AUD,"1 night, 1 adult",Includes taxes and charges,Studio Apartment - King,Entire studio•1 bathroom•29m²,8.7,Fabulous,5812,"Southbank, Melbourne",Adina Apartment Hotel Melbourne Southbank
"399 Little Lonsdale Street, 3000 Melbourne, Australia",ibis Melbourne Central,https://cf.bstatic.com/xdata/images/hotel/square600/579020813.webp?k=70609c76d770af3ee402077d35146137cf37dcd2671720c2a9846b3411119ec4&o=,"Conveniently situated in the heart of Melbourne CBD (Central Business District), ibis Melbourne Central features an on-site restaurant, cafe, bar, fitness centre and conference facilities. Free WiFi is available.

ibis Melbourne Central Hotel is located on Lonsdale Street, which has a range of restaurants and cafes. It is 9 minutes' walk from Federation Square and 11 minutes' walk from Bourke Street Mall, where you will find department stores and many shops. Marvel Stadium (formerly Etihad Stadium) is 13 minutes' walk away.

The air-conditioned, contemporary rooms include a minibar, 49-inch LG Smart TV, Chromecast and an open plan bathroom with a rainfall shower. 24-hour in-room dining is available.

Pretty Boy Italian steakhouse is open for both lunch and dinner and offers a children's menu. Buffet breakfast  is served every morning at the property.",-37.811922,https://www.booking.com/hotel/au/ibis-melbourne-central.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=62&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780331&all_sr_blocks=401406703_123576393_2_2_0_368341&highlighted_blocks=401406703_123576393_2_2_0_368341&matching_block_id=401406703_123576393_2_2_0_368341&sr_pri_blocks=401406703_123576393_2_2_0_368341_22800&from_sustainable_property_sr=1&from=searchresults,144.96009,228,AUD,"1 night, 1 adult",Includes taxes and charges,Compact Double Room,1 double bed,8.3,Very,5204,"Melbourne CBD, Melbourne",ibis Melbourne Central
"172 William Street, 3000 Melbourne, Australia",Quest on William,https://cf.bstatic.com/xdata/images/hotel/square600/31504089.webp?k=6965e9891328a6db19c23f94a805cdb953c7bd18ea7b7221aa62cf6d9bb6649c&o=,"Quest on William offers spacious modern apartments in the heart of Melbourne’s CBD. Each studio and apartment features a fully equipped kitchen, laundry facilities and cable TV. Free high-speed WiFi is available.

The nearest tram stop is just 10 metres from Quest on William, providing easy access to Crown Casino, Southbank, Etihad Stadium and Queen Victoria Market. Bourke Street Mall is only 300 metres from the property, while a range of restaurants, bars and cafes are also a short walk away.

Accommodation options at Quest on William range from studios to 1 and 2-bedroom apartments. All kitchens have an oven, electric stove, dishwasher and microwave.

The separate living areas include an LCD TV and DVD player. Air conditioning, heating and ironing facilities are provided. Housekeeping service is provided Monday through to Saturday (except public holidays).",-37.814934727402594,https://www.booking.com/hotel/au/quest-on-william.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=63&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780331&all_sr_blocks=25639801_115405168_2_0_0&highlighted_blocks=25639801_115405168_2_0_0&matching_block_id=25639801_115405168_2_0_0&sr_pri_blocks=25639801_115405168_2_0_0__34900&from_sustainable_property_sr=1&from=searchresults,144.9579356610775,349,AUD,"1 night, 1 adult",Includes taxes and charges,Studio Apartment,Entire studio•1 bathroom•48m²,8.2,Very,388,"Melbourne CBD, Melbourne",Quest on William
"270 Collins Street, 3000 Melbourne, Australia",Novotel Melbourne On Collins,https://cf.bstatic.com/xdata/images/hotel/square600/251755623.webp?k=6132ea185dbc8c59f17964bc880d285dc409d250444b2c5215e4d101476c4265&o=,"Located in Melbourne CBD, Novotel Melbourne on Collins is just 300-metres from the iconic Bourke Street Mall. It offers beautifully appointed guest rooms and executive rooms with contemporary furniture, redesigned color schemes, new bathroom fixtures and new beds.

Novotel Melbourne is a 6-minute drive from Melbourne Cricket Ground (MCG) and a 7-minute drive from Rod Laver Arena. It is a 15-minute walk from the Melbourne theatre district, including Her Majesty's Theatre and Princess Theatre. The National Gallery of Victoria is a 15-minute walk.

Novotel Melbourne on Collins Hotel features 9 refurbished conference and event spaces, a fully equipped business centre, restaurant, bar and fitness centre.

All rooms either overlook the hotel’s spectacular glass atrium or Collins Street below. Each room has a large work desk, 40-inch LCD TV, iPod/iPad docking station, minibar and en suite bathroom.

Lane Cafe & Bar features an extensive breakfast, café-style lunch menu and à la carte dinner menu. It also offers espresso coffee, signature cocktails and light meals during the day.",-37.81578070628196,https://www.booking.com/hotel/au/melbourne-on-collins.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=64&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780331&all_sr_blocks=3587803_95158071_2_2_0&highlighted_blocks=3587803_95158071_2_2_0&matching_block_id=3587803_95158071_2_2_0&sr_pri_blocks=3587803_95158071_2_2_0__34200&from_sustainable_property_sr=1&from=searchresults,144.9648705124855,342,AUD,"1 night, 1 adult",Includes taxes and charges,Standard Queen Room,1 large double bed,7.8,Good,3102,"Melbourne CBD, Melbourne",Novotel Melbourne On Collins
"60 Market Street, 3000 Melbourne, Australia",Oaks Melbourne on Market Hotel,https://cf.bstatic.com/xdata/images/hotel/square600/237219664.webp?k=4e0e481198d887b1806962c370953031f501b7d335ea331d99c5cb7b1407edda&o=,"Oaks Melbourne on Market Hotel is situated in the heart of Melbourne city, conveniently located within walking distance Melbourne's attractions. The one and two-bedroom apartments  offer free WiFi and TV with streaming capabilities and the hotel features an on-site pool, fitness centre and restaurant.

All apartments are air conditioned, and come with a CD player. Each has ironing facilities, a microwave and a refrigerator. Some also offer views of the Yarra River.

Oaks Melbourne on Market Hotel offers meeting and conference facilities. Guests can exercise in the well-equipped fitness centre. Dry cleaning and laundry services are also available.

The refurbished venue Oak & Vine Bar & Restaurant, pays tribute to Victoria's produce growers and suppliers. Enjoy a selection of wines from the states best wineries, as well as craft beers and weekly cocktail creations.

The nearest tram stop is just a 1-minute walk from the hotel. Flinders St. Station and the Australian Centre for the Moving Image are 10 minutes’ walk away.",-37.81782966191466,https://www.booking.com/hotel/au/oaks-on-market.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=65&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780331&all_sr_blocks=3715803_265580206_2_2_0&highlighted_blocks=3715803_265580206_2_2_0&matching_block_id=3715803_265580206_2_2_0&sr_pri_blocks=3715803_265580206_2_2_0__42900&from_sustainable_property_sr=1&from=searchresults,144.96054276823997,429,AUD,"1 night, 1 adult",Includes taxes and charges,Studio Apartment,Entire studio•1 bathroom•37m²,8.3,Very,5346,"Melbourne CBD, Melbourne",Oaks Melbourne on Market Hotel
"186 Exhibition Street, 3000 Melbourne, Australia",Rydges Melbourne,https://cf.bstatic.com/xdata/images/hotel/square600/465983701.webp?k=361fbbe84687286e5ec46fd6cabb8a43e46278f87683224930b3f2bffd002c30&o=,"Immersed in the city’s culture and lifestyle, Rydges Melbourne is conveniently located in the heart of Melbourne CBD. With the vibrant theatre district, iconic dining, Chinatown,  exclusive Collins Street boutiques, major sporting precincts and entertainment at its doorstep.

Refreshingly local in design, the refurbished, modern rooms create a comfortable and serene environment inspired by the Australian landscape, offering three different accommodation types including king rooms, suites and apartments. The new Rydges Melbourne will feature a streamlined check-in, in-room connectivity, interactive fitness studio, outdoor rooftop pool and a new signature restaurant and bar.

The perfect destination for business or pleasure, connections are seamless for the modern-day traveller. With nine brand-new state-of-the-art flexible conference and event venues, spanning 1500sqm across two levels, and a new expansive outdoor terrace overlooking Her Majesty's Theatre and Chinatown.

Hotel Features

•A transformed 4.5 star full service hotel

•370guestking rooms, suites and apartments

•Seamless and connected check-in experience

•Heated outdoor pool on the rooftop

•Interactive fitness studio and outdoor terrace

•Bar, restaurant and outdoor dining

•24 hour in-room dining

•On-site parking available

•Complimentary high-speed Wi-Fi

•Nine conference and events spaces, terrace, private dining rooms and",-37.81137431,https://www.booking.com/hotel/au/rydges-melbourne.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=66&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780331&all_sr_blocks=3783970_335116599_2_34_0_89351&highlighted_blocks=3783970_335116599_2_34_0_89351&matching_block_id=3783970_335116599_2_34_0_89351&sr_pri_blocks=3783970_335116599_2_34_0_89351_48000&from_sustainable_property_sr=1&from=searchresults,144.97040793,480,AUD,"1 night, 1 adult",Includes taxes and charges,King Room,1 extra-large double bed,8.9,Fabulous,3099,"Melbourne CBD, Melbourne",Rydges Melbourne
"30 Little Latrobe Street, 3000 Melbourne, Australia",Brady Hotels Central Melbourne,https://cf.bstatic.com/xdata/images/hotel/square600/221820356.webp?k=8c7d0bb158c6ccedae4f5ec0b7a027d5d7a7ba4aff214d237ef9d2963be06255&o=,"Brady Hotels Central is a modern, midscale hotel, centrally located in Melbourne CBD. Guests enjoy free high-speed WiFi and access to a cafe, bar and fitness centre. All rooms are styled with quality furnishings, modern bathrooms and Juliette balconies.

Brady Hotel is a short walk to a range of lovely Melbourne restaurants and shops. You can take a stroll from Melbourne Central Shopping complex through Emporium to Bourke Street Mall, across 6 blocks without having to step outside or head in the other direction to the nearby Queen Victoria Market. Melbourne CBD’s free tram zone, allows guests to easily travel to other Melbourne tourist attractions.

If you are visiting Melbourne for the Sport, Arts and Culture, then the theatres, museums, universities, galleries and sporting arenas are located close by. The property is 25 minutes' drive from Melbourne Airport.

All rooms at Brady hotel offers a smart TV, air conditioning, a refrigerator and tea/coffee making facilities. The private bathroom includes a walk-in shower and copper fixtures. The hotel also features studio apartments and 2-bedroom apartments.

The property features a 24-hour reception desk and guest laundry. Parking is available for an additional charge at a location nearby. High chairs and cots are available on request.",-37.809285623622706,https://www.booking.com/hotel/au/brady-hotels-central-melbourne.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=67&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780331&all_sr_blocks=112534902_369404217_2_0_0_547850&highlighted_blocks=112534902_369404217_2_0_0_547850&matching_block_id=112534902_369404217_2_0_0_547850&sr_pri_blocks=112534902_369404217_2_0_0_547850_31100&from_sustainable_property_sr=1&from=searchresults,144.96252281163947,311,AUD,"1 night, 1 adult",Includes taxes and charges,Brady Queen Room,1 large double bed,8.3,Very,2769,"Melbourne CBD, Melbourne",Brady Hotels Central Melbourne
"23 Lonsdale Street, 3000 Melbourne, Australia",Oaks Melbourne on Lonsdale Suites,https://cf.bstatic.com/xdata/images/hotel/square600/74357145.webp?k=66c90245521fa02e908e97e8f953b1a0af2fed95e7b40a432b90d518662171ff&o=,"These studios and apartments in the heart of Melbourne CBD offer stunning views of the city and surrounding parklands. Most include fully equipped kitchen facilities and a private balcony. Free WiFi is offered.

Oaks Melbourne on Lonsdale Suites is surrounded by fabulous shopping, restaurants, cafés, the vibrant theatre district and Chinatown. The iconic MCG and Rod Laver Arena are each a 20-minute walk away.

All accommodation includes cooking facilities and a flat-screen TV with cable channels. Most apartments have timber floorboards and a kitchen with stainless steel SMEG appliances.

Oaks Melbourne on Lonsdale Suites offer dry cleaning and laundry services, and reception is open 24 hours a day. The nearest tram and train stops are less than 5 minutes’ walk.",-37.80980091,https://www.booking.com/hotel/au/oaks-on-lonsdale.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=68&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780331&all_sr_blocks=3715704_298201393_2_0_0&highlighted_blocks=3715704_298201393_2_0_0&matching_block_id=3715704_298201393_2_0_0&sr_pri_blocks=3715704_298201393_2_0_0__34900&from_sustainable_property_sr=1&from=searchresults,144.97140370,349,AUD,"1 night, 1 adult",Includes taxes and charges,Studio Apartment,Entire studio•1 bathroom•25m²,7.7,Good,3248,"Melbourne CBD, Melbourne",Oaks Melbourne on Lonsdale Suites
"270 Flinders Street, 3000 Melbourne, Australia",DoubleTree by Hilton Melbourne,https://cf.bstatic.com/xdata/images/hotel/square600/554635972.webp?k=bd7225bb723933de1cd870f2cfad9097d49de22008c3e93b19d821ec93d3f7c5&o=,"Located in Melbourne CBD, DoubleTree by Hilton Melbourne - Flinders Street hotel is a 200 metre walk from Federation Square and is opposite the free City Circle Tram stop. Rod Laver Arena and Crown Casino are each a 15-minute walk away.

All air-conditioned rooms at DoubleTree by Hilton Melbourne have a work desk and tea/coffee making facilities. Some rooms feature lovely views of the city or Yarra River.

The Lobby Restaurant specialises in modern Australian cuisine, and The Lobby Bar is the perfect place for a relaxing drink. There are also a number of restaurants and cafés within a 5-minute walk.

DoubleTree by Hilton Melbourne features a 24-hour reception and concierge service. The tour desk can book trips to the Yarra Valley wineries and the Great Ocean Road.",-37.8179292477609,https://www.booking.com/hotel/au/doubletree-hilton-melbourne.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=69&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780331&all_sr_blocks=4777843_246059071_2_42_0&highlighted_blocks=4777843_246059071_2_42_0&matching_block_id=4777843_246059071_2_42_0&sr_pri_blocks=4777843_246059071_2_42_0__49400&from_sustainable_property_sr=1&from=searchresults,144.96535331010818,494,AUD,"1 night, 1 adult",Includes taxes and charges,King Guest Room with City View,1 extra-large double bed,8.5,Very,1794,"Melbourne CBD, Melbourne",DoubleTree by Hilton Melbourne
"442 - 450 Elizabeth Street, 3000 Melbourne, Australia",Imagine Lighthouse,https://cf.bstatic.com/xdata/images/hotel/square600/200731958.webp?k=f7abe1a3e8b5768d0621b9c2240f37cfbea915c2fd394799fbb0c3becdbd59c0&o=,"Imagine Lighthouse features accommodation within less than 1 km of the centre of Melbourne, with free WiFi, and a kitchen with a dishwasher, an oven and a microwave. Ideally situated in the Melbourne CBD district, this aparthotel offers a fitness centre, as well as a steam room and an indoor pool. The accommodation provides a lift, full-day security and luggage storage for guests.

All units are fitted with air conditioning, a toaster, a fridge, a kettle, a walk-in shower, a hair dryer and a wardrobe. Each unit is fitted with a private bathroom, while some rooms are fitted with a balcony and others also feature a city view. At the aparthotel, every unit is equipped with a seating area.

Popular points of interest near the aparthotel include Melbourne City Conference Centre, State Library of Victoria and Block Arcade Melbourne. Essendon Fields Airport is 10 km from the property.",-37.80835400,https://www.booking.com/hotel/au/imagine-lighthouse.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=70&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780331&all_sr_blocks=301490601_233731621_0_0_0&highlighted_blocks=301490601_233731621_0_0_0&matching_block_id=301490601_233731621_0_0_0&sr_pri_blocks=301490601_233731621_0_0_0__32900&from_sustainable_property_sr=1&from=searchresults,144.96072700,329,AUD,"1 night, 1 adult",Includes taxes and charges,One-Bedroom Sky Apartment,Entire apartment•1 bedroom•1 living room•1 bathroom•1 kitchen•46m²,7.7,Good,1558,"Melbourne CBD, Melbourne",Imagine Lighthouse
"26 Caravel Lane, Docklands, 3008 Melbourne, Australia",Quest NewQuay,https://cf.bstatic.com/xdata/images/hotel/square600/182385702.webp?k=7665371653db51b1768a0f3f1e5e2e4eab4505d5e62d170b10a70528026a7d02&o=,"Located in Melbourne, Quest NewQuay features accommodation 700 metres from Marvel Stadium (formerly Etihad Stadium) and 2.8 km from Melbourne City Conference Centre. Complimentary WiFi is provided.

All units feature air conditioning and a flat-screen TV.

St Paul's Cathedral is 3.4 km from the apartment. Melbourne Airport is 22 km from the property.",-37.81418406,https://www.booking.com/hotel/au/quest-newquay.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=71&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780331&all_sr_blocks=387076701_121706704_0_0_0&highlighted_blocks=387076701_121706704_0_0_0&matching_block_id=387076701_121706704_0_0_0&sr_pri_blocks=387076701_121706704_0_0_0__23850&from_sustainable_property_sr=1&from=searchresults,144.94136280,239,AUD,"1 night, 1 adult",Includes taxes and charges,Studio Apartment,Entire apartment•1 bedroom•1 bathroom•32m²,8.7,Fabulous,2705,"Docklands, Melbourne",Quest NewQuay
"43 Therry Street, 3000 Melbourne, Australia",Mercure Melbourne Therry Street,https://cf.bstatic.com/xdata/images/hotel/square600/252165208.webp?k=c222f6ab64ceef6cad9367d1e1c171768586b22e2667929ce92b104af959915a&o=,"Located in Melbourne CBD, Mercure Melbourne Therry Street is within metres from Queen Victoria Market, world-class restaurants, cafes, beautiful parks, gardens and historic sites to explore. The hotel is located within Melbourne's Free Tram Zone. It features an on-site restaurant.

The air-conditioned studios include a kitchenette with a microwave, stove top, refrigerator and toaster. The rooms feature a flat-screen TV and an en suite bathroom with a walk-in shower. Some rooms offer city views.

Airport shuttle services are available to and from the hotel and there are many tour buses nearby which are available to connect you to day trips and destinations. Mercure Melbourne is 10 minutes’ drive from Rod Laver Arena, Flinders Street Station and the Melbourne Cricket Ground. Chinatown and Bourke Street Mall are both 15 minutes’ walk away. RMIT, Melbourne University and the Royal Hospital are within a 3-minute drive. St Vincents Hospital is 7 minutes' drive away.",-37.806930556468814,https://www.booking.com/hotel/au/mercure-melbourne-therry-street.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=72&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780331&all_sr_blocks=77598201_91338905_2_2_0&highlighted_blocks=77598201_91338905_2_2_0&matching_block_id=77598201_91338905_2_2_0&sr_pri_blocks=77598201_91338905_2_2_0__24720&from=searchresults,144.96075600385666,247,AUD,"1 night, 1 adult",Includes taxes and charges,Standard Queen Studio,Entire studio•1 bathroom•1 kitchen•26m²,7.2,Good,472,"Melbourne CBD, Melbourne",Mercure Melbourne Therry Street
"600 Little Bourke Street, 3000 Melbourne, Australia",YEHS Hotel Melbourne CBD,https://cf.bstatic.com/xdata/images/hotel/square600/246399451.webp?k=cb2b3f5a25d7a01a8ce8d1074fbb97ad2b275d0e3e293afe779e35682d7eb129&o=,"Located in the heart of Melbourne CBD (Central Business District), Melbourne Hotel CBD offers air-conditioned accommodation with satellite TV. Guests have access to a well-equipped fitness centre and a sunny rooftop terrace.

Melbourne Hotel CBD is just 5 minutes’ walk from Southern Cross Station. Marvel Stadium and Melbourne Aquarium are each a 10-minute walk away. The Melbourne Convention and Exhibition Centre and Flinders Street Station are both less than a 20-minute walk.

All rooms at Melbourne Hotel CBD feature contemporary décor and large windows. Each room has a work desk, a refrigerator and tea/coffee making facilities.

Melbourne Hotel CBD offers a guest laundry and luggage storage services. The tour desk can help guests with travel arrangements.",-37.81555398277427,https://www.booking.com/hotel/au/ibis-melbourne-little-bourke-street.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=73&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780331&all_sr_blocks=4183204_0_1_0_0&highlighted_blocks=4183204_0_1_0_0&matching_block_id=4183204_0_1_0_0&sr_pri_blocks=4183204_0_1_0_0__18505&from_sustainable_property_sr=1&from=searchresults,144.9545882642269,185,AUD,"1 night, 1 adult",Includes taxes and charges,Standard Double Room,1 double bed,7.8,Good,10740,"Melbourne CBD, Melbourne",YEHS Hotel Melbourne CBD
